ad_id,Campaign,fb_campaign_id,age,gender,interest,Impressions,Clicks,Spent,Total_Conversion,Approved_Conversion
951046,S,123601,30-34,F,16,20050,4,4.659999847,4,1
951102,L,123611,45-49,M,16,2254,0,0,1,0
951105,H,123611,45-49,M,16,5894,1,1.539999962,1,1
951133,C,123616,35-39,M,16,9948,2,2.720000029,2,0
951202,P,123627,45-49,F,26,5307,3,4.289999962,2,1
951225,G,123631,35-39,F,22,4621,2,3.25,1,1
951270,Q,123639,35-39,F,18,784,0,0,1,1
951282,A,123641,35-39,F,16,5775,1,1.580000043,1,1
951285,N,123641,35-39,F,16,9297,2,2.619999886,2,1
951294,F,123643,35-39,F,15,699,0,0,1,0
951305,Q,123644,35-39,F,10,1104,0,0,1,0
951334,I,123649,30-34,F,64,3717,1,1.539999962,1,0
951391,B,123659,30-34,F,28,2879,1,1.590000033,2,2
951392,J,123659,30-34,F,28,2749,1,1.389999986,1,0
951400,O,123660,45-49,F,10,24028,9,12.39000034,2,0
951402,R,123661,30-34,F,29,1118,0,0,1,1
951413,J,123662,30-34,F,26,1083,0,0,2,1
951420,K,123664,30-34,F,27,843,0,0,1,0
951444,H,123668,30-34,F,25,2983,1,0.970000029,1,0
951448,J,123668,30-34,F,25,696,0,0,1,0
951462,E,123671,45-49,F,16,7589,2,3.150000095,1,1
951464,S,123671,45-49,F,16,20997,10,11.94999981,1,0
951465,Q,123671,45-49,F,16,4617,1,1.360000014,1,0
951498,Q,123677,45-49,F,20,259,0,0,1,0
951508,M,123678,30-34,F,18,1134,0,0,1,0
951542,R,123684,40-44,F,27,357,0,0,1,0
951607,E,123695,40-44,F,10,848,0,0,1,1
951608,S,123695,40-44,F,10,3149,1,1.480000019,1,0
951641,B,123700,40-44,F,2,87,0,0,1,1
951677,K,123706,35-39,F,27,2563,1,1.480000019,1,0
951692,B,123709,35-39,F,10,1107,0,0,1,0
951715,O,123713,45-49,F,64,10677,5,7.269999981,1,0
951756,L,123720,35-39,F,22,2189,1,0.409999996,1,0
951779,F,123723,45-49,F,27,3277,2,2.680000067,1,0
951782,J,123724,45-49,F,26,781,0,0,1,0
951810,M,123729,35-39,F,16,2226,0,0,1,0
951812,J,123729,35-39,F,16,16274,4,6.079999924,2,0
951837,G,123733,45-49,F,20,2077,1,1.50999999,1,1
951853,I,123736,30-34,F,20,529,0,0,0,0
951854,Q,123736,30-34,F,20,487,0,0,1,0
951856,D,123736,30-34,F,20,4626,2,2.099999905,2,0
951941,O,123750,30-34,F,28,2764,1,1.559999943,1,1
952001,B,123760,45-49,F,10,5447,2,2.960000038,1,0
952031,S,123765,40-44,F,16,28169,8,12.36999989,1,1
952080,P,123774,40-44,F,27,415,0,0,1,0
952100,B,123777,35-39,F,29,810,0,0,1,1
1121091,J,144531,30-34,M,10,1194718,141,254.049996,28,14
1121092,J,144531,30-34,M,10,637648,67,122.4,13,5
1121094,J,144531,30-34,M,10,24362,0,0,1,1
1121095,M,144531,30-34,M,10,459690,50,86.33000112,5,2
1121096,E,144531,30-34,M,10,750060,86,161.9099991,11,2
1121097,A,144532,30-34,M,15,30068,1,1.820000052,1,0
1121098,E,144532,30-34,M,15,1267550,123,236.7699986,24,10
1121100,O,144532,30-34,M,15,3052003,340,639.9499981,60,17
1121101,S,144532,30-34,M,15,29945,1,1.590000033,2,1
1121102,L,144532,30-34,M,15,357856,30,52.97000015,7,3
1121104,E,144533,30-34,M,16,2080666,202,360.1500015,40,21
1121105,M,144533,30-34,M,16,145999,9,16.5200001,5,2
1121107,R,144533,30-34,M,16,32616,1,1.539999962,2,0
1121108,N,144533,30-34,M,16,984521,95,163.8999972,26,14
1121110,I,144534,30-34,M,18,880814,123,210.3600006,6,2
1121111,N,144534,30-34,M,18,182452,20,35.73000026,4,1
1121113,I,144534,30-34,M,18,894911,120,215.8399994,7,4
1121114,L,144534,30-34,M,18,31349,2,3.800000072,1,0
1121115,E,144535,30-34,M,19,410310,55,96.80000055,3,0
1121116,D,144535,30-34,M,19,572450,89,157.329998,7,4
1121117,K,144535,30-34,M,19,98759,15,26.56999946,1,1
1121119,B,144535,30-34,M,19,345371,54,93.08999991,7,3
1121121,E,144536,30-34,M,20,323899,46,78.9200002,5,1
1121122,G,144536,30-34,M,20,399199,58,103.1500002,3,0
1121123,R,144536,30-34,M,20,171202,22,36.53000021,3,1
1121124,E,144536,30-34,M,20,128386,15,28.85000002,2,1
1121125,L,144536,30-34,M,20,1034284,152,257.7099986,20,9
1121126,M,144536,30-34,M,20,45923,5,7.220000148,2,0
1121127,E,144537,30-34,M,21,40873,4,7.899999976,2,1
1121128,E,144537,30-34,M,21,286553,34,62.06000042,2,1
1121129,F,144537,30-34,M,21,20618,1,2.099999905,2,1
1121131,I,144537,30-34,M,21,83591,7,14.14000046,2,2
1121132,J,144537,30-34,M,21,114923,12,23.73000026,4,2
1121133,E,144538,30-34,M,22,25002,1,1.710000038,1,0
1121134,L,144538,30-34,M,22,68905,5,9.440000057,1,0
1121136,I,144538,30-34,M,22,169588,16,27.79999924,1,0
1121138,K,144538,30-34,M,22,328991,35,67.65000057,5,2
1121141,L,144539,30-34,M,23,23198,2,2.980000019,1,0
1121142,J,144539,30-34,M,23,26890,2,3.24000001,1,0
1121143,O,144539,30-34,M,23,221695,31,52.26000011,5,2
1121152,J,144541,30-34,M,24,88443,7,13.0400002,1,1
1121153,M,144541,30-34,M,24,187856,23,38.38999975,5,1
1121164,N,144545,30-34,M,25,570699,80,138.7699997,9,2
1121167,N,144545,30-34,M,25,1063508,145,260.3800013,23,7
1121168,B,144545,30-34,M,25,50523,6,8.549999952,1,0
1121172,G,144547,30-34,M,26,87935,9,15.63000023,1,0
1121173,H,144547,30-34,M,26,278225,33,60.19999957,3,0
1121175,D,144547,30-34,M,26,209461,20,34.19000006,1,0
1121177,S,144547,30-34,M,26,26316,2,3.24000001,3,0
1121181,E,144549,30-34,M,27,41030,3,5.140000105,2,1
1121182,O,144549,30-34,M,27,876671,120,216.5599982,22,4
1121183,F,144549,30-34,M,27,399392,53,93.07000041,5,0
1121184,G,144549,30-34,M,27,283858,30,56.05999923,1,0
1121185,L,144549,30-34,M,27,260699,31,54.09999871,5,2
1121193,I,144552,30-34,M,28,57781,5,7.800000072,2,1
1121195,Q,144552,30-34,M,28,38757,3,5.220000029,1,0
1121196,I,144552,30-34,M,28,1392288,206,358.5500029,31,7
1121197,Q,144552,30-34,M,28,1109387,159,280.9899995,13,2
1121202,M,144554,30-34,M,29,581281,65,115.1200008,10,5
1121203,J,144554,30-34,M,29,1048861,128,219.770002,22,8
1121205,Q,144554,30-34,M,29,297452,30,52.01999986,4,1
1121206,L,144554,30-34,M,29,227925,22,35.30999994,22,12
1121207,L,144554,30-34,M,29,374175,38,63.32000101,8,3
1121211,E,144556,30-34,M,30,223586,32,54.24000037,1,0
1121213,H,144556,30-34,M,30,283170,39,65.22999996,2,1
1121215,S,144556,30-34,M,30,41636,3,4.210000038,1,0
1121216,L,144556,30-34,M,30,198658,30,48.60999978,8,1
1121220,I,144558,30-34,M,31,100596,10,13.91999972,4,2
1121223,D,144558,30-34,M,31,64020,5,11.0599997,1,0
1121224,M,144558,30-34,M,31,14289,0,0,1,0
1121229,I,144561,30-34,M,32,404866,43,87.42000079,4,0
1121231,Q,144561,30-34,M,32,22256,1,1.659999967,1,1
1121233,R,144561,30-34,M,32,57690,4,6.74000001,1,0
1121241,N,144562,30-34,M,36,24952,5,8.220000267,3,2
1121242,K,144562,30-34,M,36,38900,3,5.580000043,1,0
1121243,R,144562,30-34,M,36,53520,6,9.2299999,1,1
1121244,G,144562,30-34,M,36,181683,20,34.22999972,2,1
1121245,N,144562,30-34,M,36,29185,2,3.149999976,1,0
1121246,M,144562,30-34,M,36,105047,13,20.2099994,3,1
1121250,O,144565,30-34,M,63,287976,31,59.43999982,3,2
1121251,L,144565,30-34,M,63,212175,22,38.58999968,2,1
1121252,C,144565,30-34,M,63,11139,0,0,1,1
1121254,E,144565,30-34,M,63,124005,11,21.84999979,4,1
1121255,L,144565,30-34,M,63,20423,1,1.960000038,1,0
1121261,H,144567,30-34,M,64,103001,14,22.32000005,1,0
1121262,E,144567,30-34,M,64,447420,66,110.2399991,7,2
1121263,B,144567,30-34,M,64,156101,19,29.75000048,2,2
1121264,M,144567,30-34,M,64,93015,12,18.47000015,1,0
1121265,N,144568,30-34,M,65,145398,23,36.24000025,1,0
1121269,D,144568,30-34,M,65,296413,50,76.43999958,3,1
1121273,Q,144569,30-34,M,2,9370,0,0,1,1
1121274,D,144569,30-34,M,2,63785,7,11.80000019,6,2
1121275,N,144569,30-34,M,2,118522,14,26.81999981,2,1
1121276,I,144569,30-34,M,2,240123,38,65.67000115,5,4
1121277,J,144570,30-34,M,7,169108,20,32.24000025,2,1
1121278,F,144570,30-34,M,7,1044442,142,245.5999999,22,8
1121279,L,144570,30-34,M,7,93891,11,17.6400001,5,3
1121282,S,144570,30-34,M,7,185823,25,38.54999936,4,1
1121284,H,144571,30-34,M,66,175631,23,40.75999951,1,0
1121285,R,144571,30-34,M,66,37187,4,6.370000005,1,0
1121286,H,144571,30-34,M,66,10991,0,0,1,0
1121287,H,144571,30-34,M,66,344618,51,89.76000047,3,1
1121289,F,144572,35-39,M,10,98066,9,16.1500001,1,0
1121290,S,144572,35-39,M,10,770749,100,189.1299984,13,3
1121291,L,144572,35-39,M,10,52553,5,8.529999852,1,0
1121292,B,144572,35-39,M,10,362296,39,67.77000129,7,3
1121293,C,144572,35-39,M,10,427729,50,96.8999989,4,1
1121296,D,144573,35-39,M,15,180351,21,37.13000011,1,1
1121297,P,144573,35-39,M,15,187329,29,53.15999961,2,1
1121300,H,144573,35-39,M,15,782894,118,192.9299995,5,2
1121302,P,144574,35-39,M,16,1206533,128,236.1199988,17,6
1121303,A,144574,35-39,M,16,84494,7,12.57000017,2,0
1121304,R,144574,35-39,M,16,94257,7,12.5800004,1,1
1121309,O,144575,35-39,M,18,131060,16,28.04999959,2,1
1121310,H,144575,35-39,M,18,341603,50,83.48000121,4,2
1121311,M,144575,35-39,M,18,140749,19,30.4799999,1,1
1121312,S,144575,35-39,M,18,102525,13,20.29999983,2,1
1121316,G,144576,35-39,M,19,447952,68,131.5799983,8,1
1121317,S,144576,35-39,M,19,76355,9,14.62999988,2,0
1121319,K,144577,35-39,M,20,256598,38,64.46999931,6,1
1121321,F,144577,35-39,M,20,127476,21,30.15000057,3,2
1121322,G,144577,35-39,M,20,237603,37,62.25000024,5,2
1121327,M,144578,35-39,M,21,271091,42,78.03999984,3,1
1121330,P,144578,35-39,M,21,21743,2,3.400000095,1,0
1121333,D,144579,35-39,M,22,88970,10,14.8300004,2,0
1121334,A,144579,35-39,M,22,108362,13,22.42999983,1,1
1121335,E,144579,35-39,M,22,188596,27,44.14000034,3,0
1121336,H,144579,35-39,M,22,275080,43,69.65999997,4,3
1121337,K,144580,35-39,M,23,64647,10,16.26999998,1,0
1121338,K,144580,35-39,M,23,31265,4,5.789999902,1,0
1121340,P,144580,35-39,M,23,140147,24,42.08000016,2,0
1121341,S,144580,35-39,M,23,223120,40,67.66999984,1,0
1121342,N,144580,35-39,M,23,104869,18,34.07000089,1,0
1121344,N,144581,35-39,M,24,165177,23,41.71999967,4,1
1121345,Q,144581,35-39,M,24,84194,11,19.56999981,1,0
1121347,R,144581,35-39,M,24,220581,31,57.37,1,1
1121350,F,144582,35-39,M,25,75804,10,17.36999965,2,1
1121352,D,144582,35-39,M,25,368986,59,100.289999,0,0
1121353,B,144582,35-39,M,25,28194,3,3.709999919,2,0
1121355,G,144583,35-39,M,26,99961,14,23.2099998,1,0
1121359,N,144583,35-39,M,26,7573,0,0,1,0
1121361,D,144584,35-39,M,27,685781,103,177.8899992,10,1
1121364,K,144584,35-39,M,27,274222,43,66.7700001,2,1
1121365,K,144584,35-39,M,27,110503,25,32.67999995,4,0
1121367,P,144585,35-39,M,28,1447755,233,420.5799983,11,8
1121368,L,144585,35-39,M,28,358987,52,87.55000067,1,0
1121369,O,144585,35-39,M,28,826205,125,232.3700008,5,1
1121370,N,144585,35-39,M,28,550954,84,150.1400012,3,0
1121372,B,144585,35-39,M,28,378350,55,96.48000073,4,0
1121373,Q,144586,35-39,M,29,492784,56,95.5100013,7,4
1121374,M,144586,35-39,M,29,327158,43,72.3100003,6,2
1121375,I,144586,35-39,M,29,9921,0,0,1,0
1121377,C,144586,35-39,M,29,59390,5,9.209999919,5,3
1121378,E,144586,35-39,M,29,1040330,147,254.2500038,13,2
1121379,E,144587,35-39,M,30,49422,6,11.17000031,1,0
1121380,P,144587,35-39,M,30,131091,18,34.23000026,3,1
1121381,J,144587,35-39,M,30,95691,15,25.26000011,1,1
1121390,D,144588,35-39,M,31,15513,1,1.289999962,1,0
1121391,I,144589,35-39,M,32,382537,63,113.9900012,4,3
1121394,R,144589,35-39,M,32,461356,64,121.0999982,6,3
1121395,A,144589,35-39,M,32,392541,53,98.70000017,3,2
1121398,P,144590,35-39,M,36,35088,5,8.800000072,1,1
1121400,I,144590,35-39,M,36,53933,6,9.929999948,3,1
1121403,E,144591,35-39,M,63,228861,33,53.38999939,4,2
1121405,O,144591,35-39,M,63,20959,2,3.769999981,1,1
1121410,Q,144592,35-39,M,64,24992,2,3.190000057,1,0
1121411,P,144592,35-39,M,64,100351,15,24.17999995,2,1
1121412,Q,144592,35-39,M,64,292448,43,76.89999968,2,1
1121413,S,144592,35-39,M,64,65060,7,14.5200001,1,1
1121414,O,144592,35-39,M,64,133316,21,36.17000055,2,0
1121415,K,144593,35-39,M,65,113501,26,38.44000077,5,4
1121418,Q,144593,35-39,M,65,192810,41,61.92999995,4,3
1121421,G,144594,35-39,M,2,233404,43,70.4100008,2,1
1121422,F,144594,35-39,M,2,128843,24,37.5999999,2,0
1121423,P,144594,35-39,M,2,63564,12,20.59000027,2,0
1121425,C,144594,35-39,M,2,85970,14,24.78000021,1,1
1121428,K,144595,35-39,M,7,131232,16,29.53999937,1,1
1121429,Q,144595,35-39,M,7,152454,22,37.84999979,1,1
1121430,F,144595,35-39,M,7,28989,2,2.290000021,1,0
1121433,B,144596,35-39,M,66,80248,15,24.1900003,1,1
1121437,C,144596,35-39,M,66,38580,5,8.519999981,1,0
1121439,H,144597,40-44,M,10,621591,91,163.36,5,1
1121440,P,144597,40-44,M,10,250499,36,58.14000005,3,1
1121442,L,144597,40-44,M,10,131637,18,29.30999982,2,1
1121443,E,144597,40-44,M,10,463813,69,116.3399996,4,2
1121444,G,144597,40-44,M,10,211767,35,60.89999914,5,1
1121446,C,144598,40-44,M,15,163181,26,40.02000093,1,1
1121451,J,144599,40-44,M,16,1117385,147,260.0699984,11,2
1121452,F,144599,40-44,M,16,1663441,205,359.4700001,17,6
1121453,M,144599,40-44,M,16,455248,54,105.7099996,5,2
1121454,A,144599,40-44,M,16,75589,6,10.66000009,1,1
1121455,A,144599,40-44,M,16,594267,82,143.3000009,3,2
1121456,C,144599,40-44,M,16,315281,35,65.02999854,1,0
1121464,K,144601,40-44,M,19,363456,71,117.5599997,7,1
1121466,F,144601,40-44,M,19,438983,81,143.4300001,3,1
1121467,E,144601,40-44,M,19,42563,5,9.659999847,1,1
1121469,J,144602,40-44,M,20,399035,75,124.7999995,7,3
1121471,M,144602,40-44,M,20,304680,59,98.55000019,3,0
1121472,S,144602,40-44,M,20,140596,23,40.77000022,1,0
1121473,L,144602,40-44,M,20,439986,80,134.8799999,4,3
1121474,B,144602,40-44,M,20,75803,11,19.3599999,2,2
1121477,G,144603,40-44,M,21,7073,0,0,1,0
1121481,L,144604,40-44,M,22,153586,28,43.01000035,2,0
1121482,K,144604,40-44,M,22,180815,31,42.62999976,1,0
1121483,E,144604,40-44,M,22,253169,51,75.78999984,1,0
1121484,O,144604,40-44,M,22,34453,5,7.710000038,1,1
1121487,M,144605,40-44,M,23,51550,8,14.03999984,1,0
1121489,S,144605,40-44,M,23,110018,24,39.85999966,1,0
1121493,S,144606,40-44,M,24,137584,21,36.77999961,1,0
1121497,M,144606,40-44,M,24,209825,30,54.86999953,1,0
1121499,I,144607,40-44,M,25,264222,63,87.7899996,1,1
1121510,H,144608,40-44,M,26,31202,5,6.730000019,1,0
1121511,S,144609,40-44,M,27,252991,49,76.83999932,3,0
1121514,Q,144609,40-44,M,27,56265,9,15.53999972,1,0
1121523,C,144611,40-44,M,29,76923,11,17.67000008,2,2
1121524,H,144611,40-44,M,29,209332,30,49.60000014,3,1
1121525,E,144611,40-44,M,29,214094,31,53.26999903,1,0
1121526,C,144611,40-44,M,29,526209,85,126.9299996,3,2
1121527,A,144611,40-44,M,29,741143,120,179.620001,4,1
1121528,Q,144611,40-44,M,29,172827,25,38.42000043,2,0
1121530,I,144612,40-44,M,30,188873,38,58.5999999,1,1
1121532,G,144612,40-44,M,30,123126,25,39.72999978,2,1
1121535,B,144613,40-44,M,31,77794,14,19.11000001,1,1
1121541,O,144614,40-44,M,32,56630,9,15.81000018,1,1
1121544,L,144614,40-44,M,32,400844,85,140.9700022,4,2
1121545,C,144614,40-44,M,32,208572,36,60.76000023,2,1
1121548,D,144615,40-44,M,36,59004,8,13.51000011,1,0
1121551,M,144615,40-44,M,36,196253,32,55.10000002,1,0
1121554,N,144616,40-44,M,63,51858,8,12.63000011,1,1
1121557,S,144616,40-44,M,63,280764,49,81.36000025,2,1
1121561,P,144617,40-44,M,64,63660,11,16.47000003,1,1
1121562,L,144617,40-44,M,64,109289,19,31.02999997,1,0
1121568,Q,144618,40-44,M,65,188440,40,60.72999966,2,1
1121571,A,144619,40-44,M,2,212496,44,74.83000135,2,1
1121572,I,144619,40-44,M,2,32574,5,7.480000019,1,0
1121575,R,144619,40-44,M,2,128595,23,36.4800005,1,1
1121577,F,144620,40-44,M,7,242234,48,68.06000054,2,0
1121584,A,144621,40-44,M,66,33154,5,7.879999995,1,1
1121585,S,144621,40-44,M,66,9773,1,1.460000038,1,0
1121589,L,144622,45-49,M,10,464036,77,123.5500004,3,1
1121590,O,144622,45-49,M,10,478480,75,135.7500012,3,1
1121592,O,144622,45-49,M,10,428812,66,116.8800001,4,2
1121593,I,144622,45-49,M,10,1177535,221,365.6600009,15,3
1121594,K,144622,45-49,M,10,426500,72,128.2799988,4,1
1121597,A,144623,45-49,M,15,54237,7,10.77999985,2,1
1121598,P,144623,45-49,M,15,506916,89,133.6999986,2,2
1121599,M,144623,45-49,M,15,250960,42,64.87999952,2,0
1121601,A,144624,45-49,M,16,2286228,353,603.380002,16,7
1121602,A,144624,45-49,M,16,915451,125,220.559999,6,1
1121603,P,144624,45-49,M,16,159478,20,33.89999998,3,1
1121605,J,144624,45-49,M,16,1228924,190,318.9700032,6,3
1121606,F,144624,45-49,M,16,938283,134,248.6400001,7,2
1121607,B,144625,45-49,M,18,154572,26,40.93000007,1,1
1121609,B,144625,45-49,M,18,378171,70,109.2500008,1,0
1121612,G,144625,45-49,M,18,468749,84,134.1199975,6,1
1121613,K,144626,45-49,M,19,309823,60,103.3899996,4,4
1121615,E,144626,45-49,M,19,327227,65,116.5599996,5,0
1121616,A,144626,45-49,M,19,334945,72,120.2999994,2,1
1121617,B,144626,45-49,M,19,68859,15,25.45999968,1,0
1121619,Q,144627,45-49,M,20,127125,20,35.67999983,2,0
1121620,K,144627,45-49,M,20,415798,80,131.7800006,3,1
1121622,H,144627,45-49,M,20,107671,20,29.91000021,1,1
1121623,F,144627,45-49,M,20,164356,28,46.7900002,2,1
1121624,I,144627,45-49,M,20,17662,2,3.189999938,1,0
1121627,B,144628,45-49,M,21,65339,10,16.67999983,2,0
1121628,E,144628,45-49,M,21,59838,7,11.11000013,1,0
1121629,M,144628,45-49,M,21,381577,81,127.5699993,2,0
1121635,L,144629,45-49,M,22,45491,8,11.00999999,1,0
1121638,S,144630,45-49,M,23,18946,2,3.599999905,1,0
1121641,C,144630,45-49,M,23,114370,18,33.65999997,1,0
1121642,A,144630,45-49,M,23,99698,21,33.3499999,1,0
1121644,G,144631,45-49,M,24,355165,81,128.6099997,4,3
1121650,G,144632,45-49,M,25,101431,23,33.93000031,1,1
1121652,F,144632,45-49,M,25,123151,24,36.4400003,2,1
1121660,A,144633,45-49,M,26,24078,4,5.769999981,1,0
1121661,F,144634,45-49,M,27,517801,105,181.7200011,3,0
1121662,L,144634,45-49,M,27,145104,25,41.42000008,2,1
1121664,M,144634,45-49,M,27,179950,35,58.67999971,1,0
1121665,D,144634,45-49,M,27,258531,46,80.33999979,2,0
1121666,S,144634,45-49,M,27,272500,62,104.4599996,3,0
1121667,C,144635,45-49,M,28,273197,57,87.7300005,3,0
1121668,Q,144635,45-49,M,28,775904,172,253.990002,4,2
1121669,I,144635,45-49,M,28,120251,26,39.44000006,1,0
1121671,Q,144635,45-49,M,28,139406,24,39.04999948,1,0
1121672,K,144635,45-49,M,28,60314,11,16.93999958,2,1
1121673,A,144636,45-49,M,29,563074,86,142.7099985,4,2
1121674,G,144636,45-49,M,29,168655,18,27.29999983,2,0
1121675,L,144636,45-49,M,29,111963,17,29.3799994,2,1
1121676,M,144636,45-49,M,29,1026304,168,277.5799986,17,8
1121677,A,144636,45-49,M,29,1391924,258,422.8400038,17,10
1121678,L,144636,45-49,M,29,147551,22,38.50000083,1,0
1121685,S,144638,45-49,M,31,66794,9,17.3299998,1,1
1121687,S,144638,45-49,M,31,118882,19,32.30999994,2,1
1121689,A,144638,45-49,M,31,148010,24,41.96999943,1,0
1121691,S,144639,45-49,M,32,932890,197,352.4499989,3,1
1121692,H,144639,45-49,M,32,718359,147,264.5899997,4,1
1121693,H,144639,45-49,M,32,433658,82,158.5999998,5,2
1121695,R,144639,45-49,M,32,29455,3,4.769999981,1,0
1121701,P,144640,45-49,M,36,23973,3,4.820000052,1,1
1121705,F,144641,45-49,M,63,126480,25,37.25999999,1,1
1121706,S,144641,45-49,M,63,138959,28,39.5200007,1,0
1121708,A,144641,45-49,M,63,68829,12,19.47999978,1,0
1121711,Q,144642,45-49,M,64,49916,10,16.38,1,1
1121716,Q,144643,45-49,M,65,76014,16,22.67000031,1,1
1121723,H,144644,45-49,M,2,50947,10,15.99000025,1,0
1121733,O,144646,45-49,M,66,55536,11,17.04999995,1,0
1121741,A,144647,30-34,F,10,318042,46,64.40999997,8,4
1121742,L,144647,30-34,F,10,213016,30,44.21999955,8,2
1121745,L,144648,30-34,F,15,182265,27,38.18000007,2,1
1121746,G,144648,30-34,F,15,1117371,177,268.050002,26,5
1121749,J,144648,30-34,F,15,333345,52,77.59000027,5,1
1121751,N,144649,30-34,F,16,275930,30,46.77999997,5,2
1121753,H,144649,30-34,F,16,740631,101,153.1199975,9,1
1121754,P,144649,30-34,F,16,328272,35,55.99000025,2,1
1121755,N,144649,30-34,F,16,178455,20,31.5400002,6,3
1121756,J,144649,30-34,F,16,705712,98,147.339999,6,1
1121758,F,144650,30-34,F,18,690373,91,159.5700021,5,2
1121759,D,144650,30-34,F,18,515812,69,117.6299995,3,1
1121760,C,144650,30-34,F,18,764793,101,171.9799976,4,2
1121763,J,144651,30-34,F,19,87832,11,18.10000038,1,1
1121764,O,144651,30-34,F,19,23368,3,4.300000191,1,0
1121765,K,144651,30-34,F,19,51509,7,11.57000005,1,0
1121767,R,144651,30-34,F,19,87043,16,24.48000002,2,0
1121768,O,144651,30-34,F,19,565565,113,169.6699982,7,4
1121769,E,144652,30-34,F,20,253758,43,62.14000034,4,1
1121773,B,144652,30-34,F,20,319131,51,76.68000025,6,1
1121774,E,144652,30-34,F,20,670608,130,195.1499978,11,3
1121775,G,144653,30-34,F,21,159123,25,38.36000013,5,3
1121776,P,144653,30-34,F,21,103709,15,24.56999969,3,1
1121779,N,144653,30-34,F,21,271589,45,74.41000032,9,3
1121780,B,144653,30-34,F,21,119772,20,33.46999907,5,2
1121782,N,144654,30-34,F,22,26340,3,4.220000029,1,1
1121783,J,144654,30-34,F,22,594968,111,147.6700006,4,0
1121791,D,144655,30-34,F,23,6838,0,0,1,0
1121793,M,144656,30-34,F,24,185665,39,62.14000058,1,0
1121795,C,144656,30-34,F,24,24959,3,4.560000062,1,1
1121796,F,144656,30-34,F,24,136967,23,35.05999982,3,1
1121798,E,144656,30-34,F,24,107548,19,29.31000018,1,0
1121803,O,144657,30-34,F,25,588617,119,169.9199973,2,0
1121806,R,144658,30-34,F,26,190560,26,41.63,3,1
1121807,B,144658,30-34,F,26,373110,49,75.70000076,4,2
1121812,L,144659,30-34,F,27,935646,170,256.4699982,19,6
1121814,M,144659,30-34,F,27,2223278,421,612.3000032,38,13
1121815,M,144659,30-34,F,27,240497,36,51.84000087,1,0
1121816,P,144659,30-34,F,27,259984,37,54.7900002,5,0
1121817,N,144660,30-34,F,28,606786,127,179.050001,11,3
1121818,L,144660,30-34,F,28,83270,13,17.74000001,1,0
1121819,C,144660,30-34,F,28,1189509,268,375.7199963,7,3
1121820,Q,144660,30-34,F,28,11471,1,1.570000052,0,0
1121824,P,144661,30-34,F,29,1705246,295,429.4799981,23,10
1121826,H,144661,30-34,F,29,418016,63,95.8500005,3,1
1121827,Q,144661,30-34,F,29,30155,3,3.819999933,1,0
1121828,A,144661,30-34,F,29,990404,153,226.5399992,12,6
1121829,Q,144662,30-34,F,30,187468,34,50.72000062,2,1
1121832,Q,144662,30-34,F,30,208301,33,54.57000089,1,0
1121833,M,144662,30-34,F,30,101856,16,25.22000039,4,1
1121835,Q,144663,30-34,F,31,48935,7,9.970000267,1,1
1121839,M,144663,30-34,F,31,13911,1,1.730000019,1,1
1121841,O,144664,30-34,F,32,511726,77,123.0900019,8,4
1121843,O,144664,30-34,F,32,177452,24,37.83000016,2,0
1121844,J,144664,30-34,F,32,149808,20,33.03999937,1,1
1121845,F,144664,30-34,F,32,390339,60,105.0199997,9,6
1121846,H,144664,30-34,F,32,8350,0,0,1,0
1121847,R,144665,30-34,F,36,39339,4,5.929999948,1,0
1121854,H,144666,30-34,F,63,8587,0,0,1,0
1121855,P,144666,30-34,F,63,24893,2,3.75,1,0
1121856,S,144666,30-34,F,63,1296189,212,343.2599944,14,4
1121857,P,144666,30-34,F,63,91607,12,19.1899997,2,1
1121859,R,144667,30-34,F,64,238036,38,61.02999771,6,3
1121860,I,144667,30-34,F,64,254344,35,56.16999996,2,1
1121861,P,144667,30-34,F,64,157705,23,39.23000026,2,0
1121862,S,144667,30-34,F,64,411571,60,99.1799984,6,1
1121863,H,144667,30-34,F,64,94136,11,16.17999971,1,0
1121867,S,144668,30-34,F,65,82640,16,23.97000039,1,1
1121869,I,144668,30-34,F,65,17870,2,2.620000005,1,1
1121871,Q,144669,30-34,F,2,19178,2,2.779999971,1,1
1121873,K,144669,30-34,F,2,5264,0,0,1,0
1121874,K,144669,30-34,F,2,145548,28,42.37000036,2,1
1121876,A,144669,30-34,F,2,82455,15,22.04999971,1,0
1121877,D,144670,30-34,F,7,44189,7,10.31999981,2,0
1121878,K,144670,30-34,F,7,45199,7,9.809999943,1,0
1121881,A,144670,30-34,F,7,221843,43,63.45000076,5,0
1121888,B,144671,30-34,F,66,41672,6,10.54999995,2,1
1121889,N,144672,35-39,F,10,127546,25,38.94000041,2,0
1121890,J,144672,35-39,F,10,127865,28,38.02999961,3,1
1121891,G,144672,35-39,F,10,1025327,229,314.2999983,16,2
1121894,N,144672,35-39,F,10,561415,124,173.76,3,0
1121895,I,144673,35-39,F,15,132803,25,37.32000124,2,1
1121897,P,144673,35-39,F,15,24664,2,2.629999995,1,1
1121901,E,144674,35-39,F,16,1020561,172,263.8100007,7,3
1121902,O,144674,35-39,F,16,682143,114,177.1099993,6,2
1121903,R,144674,35-39,F,16,1247717,222,343.4199994,11,4
1121904,B,144674,35-39,F,16,146406,23,33.22999942,1,1
1121905,R,144674,35-39,F,16,905699,161,234.6599982,4,1
